file_a,split_a,class_a,file_b,split_b,class_b,dhash_distance,phash_distance
bored_5182.jpg,train,bored,frustrated_8029.jpg,test,frustrated,0,0
bored_5182.jpg,train,bored,frustrated_8942.jpg,test,frustrated,0,4
bored_5182.jpg,train,bored,frustrated_9024.jpg,test,frustrated,0,4
bored_5182.jpg,train,bored,frustrated_9576.jpg,test,frustrated,0,4
bored_5188.jpg,train,bored,bored_5222.jpg,test,bored,1,0
bored_5188.jpg,train,bored,bored_5226.jpg,test,bored,0,0
bored_5188.jpg,train,bored,confused_13013.jpg,test,confused,1,0
bored_5188.jpg,train,bored,confused_13018.jpg,test,confused,1,0
bored_5188.jpg,train,bored,frustrated_8024.jpg,test,frustrated,0,0
bored_5188.jpg,train,bored,frustrated_8029.jpg,test,frustrated,0,0
bored_5188.jpg,train,bored,frustrated_8942.jpg,test,frustrated,0,4
bored_5188.jpg,train,bored,frustrated_9024.jpg,test,frustrated,0,4
bored_5188.jpg,train,bored,frustrated_9576.jpg,test,frustrated,0,4
bored_5197.jpg,train,bored,bored_5222.jpg,test,bored,1,0
bored_5197.jpg,train,bored,bored_5226.jpg,test,bored,0,0
bored_5197.jpg,train,bored,confused_13013.jpg,test,confused,1,0
bored_5197.jpg,train,bored,confused_13018.jpg,test,confused,1,0
bored_5197.jpg,train,bored,frustrated_8024.jpg,test,frustrated,0,0
bored_5197.jpg,train,bored,frustrated_8029.jpg,test,frustrated,0,0
bored_5197.jpg,train,bored,frustrated_8942.jpg,test,frustrated,0,4
bored_5197.jpg,train,bored,frustrated_9024.jpg,test,frustrated,0,4
bored_5197.jpg,train,bored,frustrated_9576.jpg,test,frustrated,0,4
bored_5202.jpg,train,bored,bored_5222.jpg,test,bored,1,0
bored_5202.jpg,train,bored,bored_5226.jpg,test,bored,0,0
bored_5202.jpg,train,bored,confused_13013.jpg,test,confused,1,0
bored_5202.jpg,train,bored,confused_13018.jpg,test,confused,1,0
bored_5202.jpg,train,bored,frustrated_8024.jpg,test,frustrated,0,0
bored_5202.jpg,train,bored,frustrated_8029.jpg,test,frustrated,0,0
bored_5202.jpg,train,bored,frustrated_8942.jpg,test,frustrated,0,4
bored_5202.jpg,train,bored,frustrated_9024.jpg,test,frustrated,0,4
bored_5202.jpg,train,bored,frustrated_9576.jpg,test,frustrated,0,4
bored_5207.jpg,train,bored,bored_5222.jpg,test,bored,1,0
bored_5207.jpg,train,bored,bored_5226.jpg,test,bored,0,0
bored_5207.jpg,train,bored,confused_13013.jpg,test,confused,1,0
bored_5207.jpg,train,bored,confused_13018.jpg,test,confused,1,0
bored_5207.jpg,train,bored,frustrated_8024.jpg,test,frustrated,0,0
bored_5207.jpg,train,bored,frustrated_8029.jpg,test,frustrated,0,0
bored_5207.jpg,train,bored,frustrated_8942.jpg,test,frustrated,0,4
bored_5207.jpg,train,bored,frustrated_9024.jpg,test,frustrated,0,4
bored_5207.jpg,train,bored,frustrated_9576.jpg,test,frustrated,0,4
bored_5212.jpg,train,bored,bored_5222.jpg,test,bored,0,0
bored_5212.jpg,train,bored,bored_5226.jpg,test,bored,1,0
bored_5212.jpg,train,bored,confused_13013.jpg,test,confused,2,0
bored_5212.jpg,train,bored,confused_13018.jpg,test,confused,2,0
bored_5212.jpg,train,bored,frustrated_8024.jpg,test,frustrated,1,0
bored_5212.jpg,train,bored,frustrated_8029.jpg,test,frustrated,1,0
bored_5212.jpg,train,bored,frustrated_8942.jpg,test,frustrated,1,4
bored_5212.jpg,train,bored,frustrated_9024.jpg,test,frustrated,1,4
bored_5212.jpg,train,bored,frustrated_9576.jpg,test,frustrated,1,4
bored_5217.jpg,train,bored,bored_5222.jpg,test,bored,1,0
bored_5217.jpg,train,bored,bored_5226.jpg,test,bored,0,0
bored_5217.jpg,train,bored,confused_13013.jpg,test,confused,1,0
bored_5217.jpg,train,bored,confused_13018.jpg,test,confused,1,0
bored_5217.jpg,train,bored,frustrated_8024.jpg,test,frustrated,0,0
bored_5217.jpg,train,bored,frustrated_8029.jpg,test,frustrated,0,0
bored_5217.jpg,train,bored,frustrated_8942.jpg,test,frustrated,0,4
bored_5217.jpg,train,bored,frustrated_9024.jpg,test,frustrated,0,4
bored_5217.jpg,train,bored,frustrated_9576.jpg,test,frustrated,0,4
bored_5543.jpg,train,bored,bored_5222.jpg,test,bored,1,2
bored_5543.jpg,train,bored,bored_5226.jpg,test,bored,0,2
bored_5543.jpg,train,bored,confused_13013.jpg,test,confused,1,2
bored_5543.jpg,train,bored,confused_13018.jpg,test,confused,1,2
bored_5543.jpg,train,bored,frustrated_8024.jpg,test,frustrated,0,2
bored_5543.jpg,train,bored,frustrated_8029.jpg,test,frustrated,0,2
bored_5543.jpg,train,bored,frustrated_8942.jpg,test,frustrated,0,4
bored_5543.jpg,train,bored,frustrated_9024.jpg,test,frustrated,0,4
bored_5543.jpg,train,bored,frustrated_9576.jpg,test,frustrated,0,4
bored_5553.jpg,train,bored,bored_5222.jpg,test,bored,1,2
bored_5553.jpg,train,bored,bored_5226.jpg,test,bored,0,2
bored_5553.jpg,train,bored,confused_13013.jpg,test,confused,1,2
bored_5553.jpg,train,bored,confused_13018.jpg,test,confused,1,2
bored_5553.jpg,train,bored,frustrated_8024.jpg,test,frustrated,0,2
bored_5553.jpg,train,bored,frustrated_8029.jpg,test,frustrated,0,2
bored_5553.jpg,train,bored,frustrated_8942.jpg,test,frustrated,0,4
bored_5553.jpg,train,bored,frustrated_9024.jpg,test,frustrated,0,4
bored_5553.jpg,train,bored,frustrated_9576.jpg,test,frustrated,0,4
bored_5596.jpg,train,bored,bored_5222.jpg,test,bored,1,2
bored_5596.jpg,train,bored,bored_5226.jpg,test,bored,0,2
bored_5596.jpg,train,bored,confused_13013.jpg,test,confused,1,2
bored_5596.jpg,train,bored,confused_13018.jpg,test,confused,1,2
bored_5596.jpg,train,bored,frustrated_8024.jpg,test,frustrated,0,2
bored_5596.jpg,train,bored,frustrated_8029.jpg,test,frustrated,0,2
bored_5596.jpg,train,bored,frustrated_8942.jpg,test,frustrated,0,4
bored_5596.jpg,train,bored,frustrated_9024.jpg,test,frustrated,0,4
bored_5596.jpg,train,bored,frustrated_9576.jpg,test,frustrated,0,4
bored_5606.jpg,train,bored,bored_5222.jpg,test,bored,1,2
bored_5606.jpg,train,bored,bored_5226.jpg,test,bored,0,2
bored_5606.jpg,train,bored,confused_13013.jpg,test,confused,1,2
bored_5606.jpg,train,bored,confused_13018.jpg,test,confused,1,2
bored_5606.jpg,train,bored,frustrated_8024.jpg,test,frustrated,0,2
bored_5606.jpg,train,bored,frustrated_8029.jpg,test,frustrated,0,2
bored_5606.jpg,train,bored,frustrated_8942.jpg,test,frustrated,0,4
bored_5606.jpg,train,bored,frustrated_9024.jpg,test,frustrated,0,4
bored_5606.jpg,train,bored,frustrated_9576.jpg,test,frustrated,0,4
bored_5700.jpg,train,bored,bored_5685.jpg,test,bored,2,2
bored_5706.jpg,train,bored,bored_5685.jpg,test,bored,2,2
bored_5867.jpg,train,bored,bored_5685.jpg,test,bored,5,2
bored_5867.jpg,train,bored,bored_6047.jpg,test,bored,1,0
bored_5867.jpg,train,bored,frustrated_9145.jpg,test,frustrated,3,2
bored_5893.jpg,train,bored,bored_5685.jpg,test,bored,5,2
bored_5893.jpg,train,bored,bored_6047.jpg,test,bored,1,0
bored_5893.jpg,train,bored,frustrated_9145.jpg,test,frustrated,3,2
bored_5899.jpg,train,bored,bored_5685.jpg,test,bored,5,2
bored_5899.jpg,train,bored,bored_6047.jpg,test,bored,1,0
bored_5899.jpg,train,bored,frustrated_9145.jpg,test,frustrated,3,2
bored_5905.jpg,train,bored,bored_5685.jpg,test,bored,5,2
bored_5905.jpg,train,bored,bored_6047.jpg,test,bored,1,0
bored_5905.jpg,train,bored,frustrated_9145.jpg,test,frustrated,3,2
bored_5914.jpg,train,bored,bored_5685.jpg,test,bored,5,2
bored_5914.jpg,train,bored,bored_6047.jpg,test,bored,1,0
bored_5914.jpg,train,bored,frustrated_9145.jpg,test,frustrated,3,2
bored_5919.jpg,train,bored,bored_5685.jpg,test,bored,4,2
bored_5919.jpg,train,bored,bored_6047.jpg,test,bored,0,0
bored_5919.jpg,train,bored,frustrated_9145.jpg,test,frustrated,4,2
bored_6005.jpg,train,bored,bored_5685.jpg,test,bored,4,2
bored_6005.jpg,train,bored,bored_6047.jpg,test,bored,0,0
bored_6005.jpg,train,bored,frustrated_9145.jpg,test,frustrated,4,2
bored_6010.jpg,train,bored,bored_5685.jpg,test,bored,4,2
bored_6010.jpg,train,bored,bored_6047.jpg,test,bored,0,0
bored_6010.jpg,train,bored,frustrated_9145.jpg,test,frustrated,4,2
bored_6016.jpg,train,bored,bored_5685.jpg,test,bored,4,2
bored_6016.jpg,train,bored,bored_6047.jpg,test,bored,0,0
bored_6016.jpg,train,bored,frustrated_9145.jpg,test,frustrated,4,2
bored_6022.jpg,train,bored,bored_5685.jpg,test,bored,4,2
bored_6022.jpg,train,bored,bored_6047.jpg,test,bored,0,0
bored_6022.jpg,train,bored,frustrated_9145.jpg,test,frustrated,4,2
bored_6027.jpg,train,bored,bored_5685.jpg,test,bored,4,2
bored_6027.jpg,train,bored,bored_6047.jpg,test,bored,0,0
bored_6027.jpg,train,bored,frustrated_9145.jpg,test,frustrated,4,2
bored_6032.jpg,train,bored,bored_5685.jpg,test,bored,4,2
bored_6032.jpg,train,bored,bored_6047.jpg,test,bored,0,0
bored_6032.jpg,train,bored,frustrated_9145.jpg,test,frustrated,4,2
bored_6037.jpg,train,bored,bored_5685.jpg,test,bored,4,2
bored_6037.jpg,train,bored,bored_6047.jpg,test,bored,0,0
bored_6037.jpg,train,bored,frustrated_9145.jpg,test,frustrated,4,2
bored_6042.jpg,train,bored,bored_5685.jpg,test,bored,4,2
bored_6042.jpg,train,bored,bored_6047.jpg,test,bored,0,0
bored_6042.jpg,train,bored,frustrated_9145.jpg,test,frustrated,4,2
bored_6080.jpg,train,bored,bored_5685.jpg,test,bored,4,2
bored_6080.jpg,train,bored,bored_6047.jpg,test,bored,0,0
bored_6080.jpg,train,bored,frustrated_9145.jpg,test,frustrated,4,2
bored_6265.jpg,train,bored,bored_6279.jpg,test,bored,0,2
bored_6265.jpg,train,bored,bored_6379.jpg,test,bored,2,4
bored_6265.jpg,train,bored,bored_6918.jpg,test,bored,1,4
bored_6265.jpg,train,bored,bored_7094.jpg,test,bored,2,2
bored_6265.jpg,train,bored,bored_7107.jpg,test,bored,2,2
bored_6271.jpg,train,bored,bored_6279.jpg,test,bored,0,0
bored_6271.jpg,train,bored,bored_6379.jpg,test,bored,2,4
bored_6271.jpg,train,bored,bored_6918.jpg,test,bored,1,4
bored_6271.jpg,train,bored,bored_7094.jpg,test,bored,2,4
bored_6271.jpg,train,bored,bored_7107.jpg,test,bored,2,4
bored_6275.jpg,train,bored,bored_6279.jpg,test,bored,0,0
bored_6275.jpg,train,bored,bored_6379.jpg,test,bored,2,4
bored_6275.jpg,train,bored,bored_6918.jpg,test,bored,1,4
bored_6275.jpg,train,bored,bored_7094.jpg,test,bored,2,4
bored_6275.jpg,train,bored,bored_7107.jpg,test,bored,2,4
bored_6294.jpg,train,bored,bored_6279.jpg,test,bored,0,0
bored_6294.jpg,train,bored,bored_6379.jpg,test,bored,2,4
bored_6294.jpg,train,bored,bored_6918.jpg,test,bored,1,4
bored_6294.jpg,train,bored,bored_7094.jpg,test,bored,2,4
bored_6294.jpg,train,bored,bored_7107.jpg,test,bored,2,4
bored_6298.jpg,train,bored,bored_6279.jpg,test,bored,0,0
bored_6298.jpg,train,bored,bored_6379.jpg,test,bored,2,4
bored_6298.jpg,train,bored,bored_6918.jpg,test,bored,1,4
bored_6298.jpg,train,bored,bored_7094.jpg,test,bored,2,4
bored_6298.jpg,train,bored,bored_7107.jpg,test,bored,2,4
bored_6302.jpg,train,bored,bored_6279.jpg,test,bored,0,0
bored_6302.jpg,train,bored,bored_6379.jpg,test,bored,2,4
bored_6302.jpg,train,bored,bored_6918.jpg,test,bored,1,4
bored_6302.jpg,train,bored,bored_7094.jpg,test,bored,2,4
bored_6302.jpg,train,bored,bored_7107.jpg,test,bored,2,4
bored_6375.jpg,train,bored,bored_6279.jpg,test,bored,3,4
bored_6375.jpg,train,bored,bored_6379.jpg,test,bored,1,0
bored_6375.jpg,train,bored,bored_7094.jpg,test,bored,1,2
bored_6375.jpg,train,bored,bored_7107.jpg,test,bored,1,2
bored_6405.jpg,train,bored,bored_6279.jpg,test,bored,2,4
bored_6405.jpg,train,bored,bored_6379.jpg,test,bored,0,0
bored_6405.jpg,train,bored,bored_7094.jpg,test,bored,0,2
bored_6405.jpg,train,bored,bored_7107.jpg,test,bored,0,2
bored_6410.jpg,train,bored,bored_6279.jpg,test,bored,2,4
bored_6410.jpg,train,bored,bored_6379.jpg,test,bored,0,0
bored_6410.jpg,train,bored,bored_7094.jpg,test,bored,0,2
bored_6410.jpg,train,bored,bored_7107.jpg,test,bored,0,2
bored_6881.jpg,train,bored,bored_6279.jpg,test,bored,2,4
bored_6881.jpg,train,bored,bored_6918.jpg,test,bored,1,0
bored_6881.jpg,train,bored,bored_7094.jpg,test,bored,4,6
bored_6881.jpg,train,bored,bored_7107.jpg,test,bored,4,6
bored_6887.jpg,train,bored,bored_6279.jpg,test,bored,1,4
bored_6887.jpg,train,bored,bored_6918.jpg,test,bored,0,0
bored_6887.jpg,train,bored,bored_7094.jpg,test,bored,3,6
bored_6887.jpg,train,bored,bored_7107.jpg,test,bored,3,6
bored_6891.jpg,train,bored,bored_6279.jpg,test,bored,1,4
bored_6891.jpg,train,bored,bored_6379.jpg,test,bored,3,6
bored_6891.jpg,train,bored,bored_6918.jpg,test,bored,0,2
bored_6891.jpg,train,bored,bored_7094.jpg,test,bored,3,4
bored_6891.jpg,train,bored,bored_7107.jpg,test,bored,3,4
bored_6895.jpg,train,bored,bored_6279.jpg,test,bored,1,4
bored_6895.jpg,train,bored,bored_6918.jpg,test,bored,0,0
bored_6895.jpg,train,bored,bored_7094.jpg,test,bored,3,6
bored_6895.jpg,train,bored,bored_7107.jpg,test,bored,3,6
bored_6902.jpg,train,bored,bored_6279.jpg,test,bored,1,4
bored_6902.jpg,train,bored,bored_6918.jpg,test,bored,0,0
bored_6902.jpg,train,bored,bored_7094.jpg,test,bored,3,6
bored_6902.jpg,train,bored,bored_7107.jpg,test,bored,3,6
bored_6919.jpg,train,bored,bored_6279.jpg,test,bored,1,4
bored_6919.jpg,train,bored,bored_6918.jpg,test,bored,0,0
bored_6919.jpg,train,bored,bored_7094.jpg,test,bored,3,6
bored_6919.jpg,train,bored,bored_7107.jpg,test,bored,3,6
bored_6920.jpg,train,bored,bored_6279.jpg,test,bored,1,4
bored_6920.jpg,train,bored,bored_6918.jpg,test,bored,0,0
bored_6920.jpg,train,bored,bored_7094.jpg,test,bored,3,6
bored_6920.jpg,train,bored,bored_7107.jpg,test,bored,3,6
bored_7026.jpg,train,bored,bored_6279.jpg,test,bored,1,2
bored_7026.jpg,train,bored,bored_6379.jpg,test,bored,1,2
bored_7026.jpg,train,bored,bored_6918.jpg,test,bored,2,6
bored_7026.jpg,train,bored,bored_7094.jpg,test,bored,1,2
bored_7026.jpg,train,bored,bored_7107.jpg,test,bored,1,2
bored_7069.jpg,train,bored,bored_6279.jpg,test,bored,2,4
bored_7069.jpg,train,bored,bored_6379.jpg,test,bored,0,2
bored_7069.jpg,train,bored,bored_6918.jpg,test,bored,3,6
bored_7069.jpg,train,bored,bored_7094.jpg,test,bored,0,0
bored_7069.jpg,train,bored,bored_7107.jpg,test,bored,0,0
bored_7078.jpg,train,bored,bored_6279.jpg,test,bored,2,4
bored_7078.jpg,train,bored,bored_6379.jpg,test,bored,0,2
bored_7078.jpg,train,bored,bored_6918.jpg,test,bored,3,6
bored_7078.jpg,train,bored,bored_7094.jpg,test,bored,0,0
bored_7078.jpg,train,bored,bored_7107.jpg,test,bored,0,0
bored_7081.jpg,train,bored,bored_6279.jpg,test,bored,2,4
bored_7081.jpg,train,bored,bored_6379.jpg,test,bored,0,2
bored_7081.jpg,train,bored,bored_6918.jpg,test,bored,3,6
bored_7081.jpg,train,bored,bored_7094.jpg,test,bored,0,0
bored_7081.jpg,train,bored,bored_7107.jpg,test,bored,0,0
bored_7097.jpg,train,bored,bored_6279.jpg,test,bored,2,4
bored_7097.jpg,train,bored,bored_6379.jpg,test,bored,0,2
bored_7097.jpg,train,bored,bored_6918.jpg,test,bored,3,6
bored_7097.jpg,train,bored,bored_7094.jpg,test,bored,0,0
bored_7097.jpg,train,bored,bored_7107.jpg,test,bored,0,0
bored_7104.jpg,train,bored,bored_6279.jpg,test,bored,2,4
bored_7104.jpg,train,bored,bored_6379.jpg,test,bored,0,2
bored_7104.jpg,train,bored,bored_6918.jpg,test,bored,3,6
bored_7104.jpg,train,bored,bored_7094.jpg,test,bored,0,0
bored_7104.jpg,train,bored,bored_7107.jpg,test,bored,0,0
bored_7110.jpg,train,bored,bored_6279.jpg,test,bored,2,4
bored_7110.jpg,train,bored,bored_6379.jpg,test,bored,0,2
bored_7110.jpg,train,bored,bored_6918.jpg,test,bored,3,6
bored_7110.jpg,train,bored,bored_7094.jpg,test,bored,0,0
bored_7110.jpg,train,bored,bored_7107.jpg,test,bored,0,0
bored_7122.jpg,train,bored,bored_6279.jpg,test,bored,2,4
bored_7122.jpg,train,bored,bored_6379.jpg,test,bored,0,2
bored_7122.jpg,train,bored,bored_6918.jpg,test,bored,3,6
bored_7122.jpg,train,bored,bored_7094.jpg,test,bored,0,0
bored_7122.jpg,train,bored,bored_7107.jpg,test,bored,0,0
bored_7126.jpg,train,bored,bored_6279.jpg,test,bored,2,4
bored_7126.jpg,train,bored,bored_6379.jpg,test,bored,0,2
bored_7126.jpg,train,bored,bored_6918.jpg,test,bored,3,6
bored_7126.jpg,train,bored,bored_7094.jpg,test,bored,0,0
bored_7126.jpg,train,bored,bored_7107.jpg,test,bored,0,0
bored_7128.jpg,train,bored,bored_6279.jpg,test,bored,2,4
bored_7128.jpg,train,bored,bored_6379.jpg,test,bored,0,2
bored_7128.jpg,train,bored,bored_6918.jpg,test,bored,3,6
bored_7128.jpg,train,bored,bored_7094.jpg,test,bored,0,0
bored_7128.jpg,train,bored,bored_7107.jpg,test,bored,0,0
bored_7131.jpg,train,bored,bored_6279.jpg,test,bored,2,4
bored_7131.jpg,train,bored,bored_6379.jpg,test,bored,0,2
bored_7131.jpg,train,bored,bored_6918.jpg,test,bored,3,6
bored_7131.jpg,train,bored,bored_7094.jpg,test,bored,0,0
bored_7131.jpg,train,bored,bored_7107.jpg,test,bored,0,0
bored_7160.jpg,train,bored,bored_6279.jpg,test,bored,2,4
bored_7160.jpg,train,bored,bored_6379.jpg,test,bored,0,2
bored_7160.jpg,train,bored,bored_6918.jpg,test,bored,3,6
bored_7160.jpg,train,bored,bored_7094.jpg,test,bored,0,0
bored_7160.jpg,train,bored,bored_7107.jpg,test,bored,0,0
bored_7164.jpg,train,bored,bored_6279.jpg,test,bored,2,4
bored_7164.jpg,train,bored,bored_6379.jpg,test,bored,0,2
bored_7164.jpg,train,bored,bored_6918.jpg,test,bored,3,6
bored_7164.jpg,train,bored,bored_7094.jpg,test,bored,0,0
bored_7164.jpg,train,bored,bored_7107.jpg,test,bored,0,0
confused_1056.jpg,train,confused,confused_1104.jpg,test,confused,1,2
confused_1056.jpg,train,confused,confused_955.jpg,test,confused,2,2
confused_1061.jpg,train,confused,confused_1104.jpg,test,confused,1,2
confused_1061.jpg,train,confused,confused_955.jpg,test,confused,2,2
confused_1063.jpg,train,confused,confused_1104.jpg,test,confused,1,2
confused_1063.jpg,train,confused,confused_955.jpg,test,confused,2,2
confused_1068.jpg,train,confused,confused_1104.jpg,test,confused,1,2
confused_1068.jpg,train,confused,confused_955.jpg,test,confused,2,2
confused_1077.jpg,train,confused,confused_1104.jpg,test,confused,2,0
confused_1077.jpg,train,confused,confused_955.jpg,test,confused,1,2
confused_1079.jpg,train,confused,confused_1104.jpg,test,confused,2,0
confused_1079.jpg,train,confused,confused_955.jpg,test,confused,1,2
confused_1083.jpg,train,confused,confused_1104.jpg,test,confused,1,0
confused_1083.jpg,train,confused,confused_955.jpg,test,confused,2,2
confused_1094.jpg,train,confused,confused_1104.jpg,test,confused,1,0
confused_1094.jpg,train,confused,confused_955.jpg,test,confused,2,2
confused_1098.jpg,train,confused,confused_1104.jpg,test,confused,1,0
confused_1098.jpg,train,confused,confused_955.jpg,test,confused,2,2
confused_1115.jpg,train,confused,confused_1104.jpg,test,confused,1,0
confused_1115.jpg,train,confused,confused_955.jpg,test,confused,2,2
confused_1118.jpg,train,confused,confused_1104.jpg,test,confused,0,0
confused_1118.jpg,train,confused,confused_955.jpg,test,confused,3,2
confused_1123.jpg,train,confused,confused_1104.jpg,test,confused,1,0
confused_1123.jpg,train,confused,confused_955.jpg,test,confused,2,2
confused_1126.jpg,train,confused,confused_1104.jpg,test,confused,0,0
confused_1126.jpg,train,confused,confused_955.jpg,test,confused,3,2
confused_1134.jpg,train,confused,confused_1104.jpg,test,confused,3,0
confused_1134.jpg,train,confused,confused_955.jpg,test,confused,2,2
confused_1138.jpg,train,confused,confused_1104.jpg,test,confused,2,0
confused_1138.jpg,train,confused,confused_955.jpg,test,confused,1,2
confused_1145.jpg,train,confused,confused_1104.jpg,test,confused,2,0
confused_1145.jpg,train,confused,confused_955.jpg,test,confused,3,2
confused_1151.jpg,train,confused,confused_1104.jpg,test,confused,3,2
confused_1151.jpg,train,confused,confused_955.jpg,test,confused,4,4
confused_1156.jpg,train,confused,confused_1104.jpg,test,confused,3,2
confused_1164.jpg,train,confused,confused_1104.jpg,test,confused,4,0
confused_1164.jpg,train,confused,confused_955.jpg,test,confused,3,2
confused_1197.jpg,train,confused,confused_1104.jpg,test,confused,2,2
confused_1197.jpg,train,confused,confused_955.jpg,test,confused,1,4
confused_1197.jpg,train,confused,engaged_683.jpg,test,engaged,2,6
confused_12264.jpg,train,confused,bored_5222.jpg,test,bored,2,4
confused_12264.jpg,train,confused,bored_5226.jpg,test,bored,3,4
confused_12264.jpg,train,confused,confused_13013.jpg,test,confused,4,4
confused_12264.jpg,train,confused,confused_13018.jpg,test,confused,4,4
confused_12264.jpg,train,confused,frustrated_8024.jpg,test,frustrated,3,4
confused_12264.jpg,train,confused,frustrated_8029.jpg,test,frustrated,3,4
confused_12264.jpg,train,confused,frustrated_8942.jpg,test,frustrated,3,6
confused_12264.jpg,train,confused,frustrated_9024.jpg,test,frustrated,3,6
confused_12264.jpg,train,confused,frustrated_9576.jpg,test,frustrated,3,6
confused_12447.jpg,train,confused,engaged_1378.jpg,test,engaged,5,6
confused_12447.jpg,train,confused,frustrated_8942.jpg,test,frustrated,3,6
confused_12818.jpg,train,confused,bored_5222.jpg,test,bored,2,2
confused_12818.jpg,train,confused,bored_5226.jpg,test,bored,1,2
confused_12818.jpg,train,confused,confused_13013.jpg,test,confused,0,2
confused_12818.jpg,train,confused,confused_13018.jpg,test,confused,0,2
confused_12818.jpg,train,confused,engaged_1806.jpg,test,engaged,3,6
confused_12818.jpg,train,confused,engaged_1860.jpg,test,engaged,3,6
confused_12818.jpg,train,confused,engaged_1916.jpg,test,engaged,3,6
confused_12818.jpg,train,confused,engaged_1925.jpg,test,engaged,3,6
confused_12818.jpg,train,confused,engaged_1982.jpg,test,engaged,3,6
confused_12818.jpg,train,confused,engaged_2048.jpg,test,engaged,3,6
confused_12818.jpg,train,confused,engaged_2073.jpg,test,engaged,4,6
confused_12818.jpg,train,confused,engaged_2081.jpg,test,engaged,4,6
confused_12818.jpg,train,confused,engaged_2092.jpg,test,engaged,4,6
confused_12818.jpg,train,confused,engaged_2106.jpg,test,engaged,4,6
confused_12818.jpg,train,confused,engaged_2111.jpg,test,engaged,4,6
confused_12818.jpg,train,confused,engaged_2116.jpg,test,engaged,4,6
confused_12818.jpg,train,confused,engaged_2125.jpg,test,engaged,4,6
confused_12818.jpg,train,confused,engaged_2156.jpg,test,engaged,4,6
confused_12818.jpg,train,confused,engaged_2181.jpg,test,engaged,4,6
confused_12818.jpg,train,confused,engaged_2191.jpg,test,engaged,4,6
confused_12818.jpg,train,confused,engaged_2198.jpg,test,engaged,4,6
confused_12818.jpg,train,confused,engaged_2203.jpg,test,engaged,4,6
confused_12818.jpg,train,confused,engaged_2214.jpg,test,engaged,4,6
confused_12818.jpg,train,confused,engaged_2216.jpg,test,engaged,4,6
confused_12818.jpg,train,confused,frustrated_8024.jpg,test,frustrated,1,2
confused_12818.jpg,train,confused,frustrated_8029.jpg,test,frustrated,1,2
confused_12818.jpg,train,confused,frustrated_8942.jpg,test,frustrated,1,6
confused_12818.jpg,train,confused,frustrated_9024.jpg,test,frustrated,1,4
confused_12818.jpg,train,confused,frustrated_9576.jpg,test,frustrated,1,4
confused_12818.jpg,train,confused,frustrated_9812.jpg,test,frustrated,5,6
confused_12876.jpg,train,confused,bored_5222.jpg,test,bored,2,0
confused_12876.jpg,train,confused,bored_5226.jpg,test,bored,1,0
confused_12876.jpg,train,confused,confused_13013.jpg,test,confused,0,0
confused_12876.jpg,train,confused,confused_13018.jpg,test,confused,0,0
confused_12876.jpg,train,confused,frustrated_8024.jpg,test,frustrated,1,0
confused_12876.jpg,train,confused,frustrated_8029.jpg,test,frustrated,1,0
confused_12876.jpg,train,confused,frustrated_8942.jpg,test,frustrated,1,4
confused_12876.jpg,train,confused,frustrated_9024.jpg,test,frustrated,1,4
confused_12876.jpg,train,confused,frustrated_9576.jpg,test,frustrated,1,4
confused_12882.jpg,train,confused,bored_5222.jpg,test,bored,2,0
confused_12882.jpg,train,confused,bored_5226.jpg,test,bored,1,0
confused_12882.jpg,train,confused,confused_13013.jpg,test,confused,0,0
confused_12882.jpg,train,confused,confused_13018.jpg,test,confused,0,0
confused_12882.jpg,train,confused,frustrated_8024.jpg,test,frustrated,1,0
confused_12882.jpg,train,confused,frustrated_8029.jpg,test,frustrated,1,0
confused_12882.jpg,train,confused,frustrated_8942.jpg,test,frustrated,1,4
confused_12882.jpg,train,confused,frustrated_9024.jpg,test,frustrated,1,4
confused_12882.jpg,train,confused,frustrated_9576.jpg,test,frustrated,1,4
confused_12887.jpg,train,confused,bored_5222.jpg,test,bored,2,0
confused_12887.jpg,train,confused,bored_5226.jpg,test,bored,1,0
confused_12887.jpg,train,confused,confused_13013.jpg,test,confused,0,0
confused_12887.jpg,train,confused,confused_13018.jpg,test,confused,0,0
confused_12887.jpg,train,confused,frustrated_8024.jpg,test,frustrated,1,0
confused_12887.jpg,train,confused,frustrated_8029.jpg,test,frustrated,1,0
confused_12887.jpg,train,confused,frustrated_8942.jpg,test,frustrated,1,4
confused_12887.jpg,train,confused,frustrated_9024.jpg,test,frustrated,1,4
confused_12887.jpg,train,confused,frustrated_9576.jpg,test,frustrated,1,4
confused_12891.jpg,train,confused,bored_5222.jpg,test,bored,2,0
confused_12891.jpg,train,confused,bored_5226.jpg,test,bored,1,0
confused_12891.jpg,train,confused,confused_13013.jpg,test,confused,0,0
confused_12891.jpg,train,confused,confused_13018.jpg,test,confused,0,0
confused_12891.jpg,train,confused,frustrated_8024.jpg,test,frustrated,1,0
confused_12891.jpg,train,confused,frustrated_8029.jpg,test,frustrated,1,0
confused_12891.jpg,train,confused,frustrated_8942.jpg,test,frustrated,1,4
confused_12891.jpg,train,confused,frustrated_9024.jpg,test,frustrated,1,4
confused_12891.jpg,train,confused,frustrated_9576.jpg,test,frustrated,1,4
confused_12896.jpg,train,confused,bored_5222.jpg,test,bored,2,0
confused_12896.jpg,train,confused,bored_5226.jpg,test,bored,1,0
confused_12896.jpg,train,confused,confused_13013.jpg,test,confused,0,0
confused_12896.jpg,train,confused,confused_13018.jpg,test,confused,0,0
